"","...1","X","datecollected","latitude","longitude","project_shortcode","catalogNumber","length","timeofday","interaction_order","data_source","mean.chlorophyll","zone","date","temp","bottom_temp","salinity","east_velo","north_velo","region"
"646",646,646,2013-09-29,29.186,-90.641,"USMCOB","USMCOB-RC52304",1.02,00:00:00,2,"mark-recapture",NA,14,2013-09-29,28.4511551186442,28.4152653515339,25.0312814489007,-0.114749595522881,-0.0427259132266045,"NCentral_GOA_Shelf"
"647",647,647,2013-10-21,30.119,-88.877,"USMCOB","USMCOB-RC54469",0.97,00:00:00,2,"mark-recapture",NA,11,2013-10-21,24.6380504742265,26.8617511466146,24.0119632333517,-0.103762932121754,-0.114749595522881,"NCentral_GOA_Shelf"
"648",648,648,2013-12-27,19.913,-96.097,"USMCOB","USMCOB-RC54982",0.99,00:00:00,2,"mark-recapture",NA,19,2013-12-27,24.2352061495185,4.44895780831575,36.1140781547874,0.169682912528515,-0.300912503153086,"MX_Shelf"
"649",649,649,2014-03-22,30.212,-85.88,"USMCOB","USMCOB-RC54095",1.04,00:00:00,2,"mark-recapture",NA,8,2014-03-22,17.9574266821146,17.7303689718246,34.4264045823365,0.043336283415556,0.00854518264532089,"FL_Panhandle"
"650",650,650,2014-04-01,30.333,-87.15,"USMCOB","USMCOB-RC54213",1.14,00:00:00,2,"mark-recapture",1.58862453699112,10,2014-04-01,17.2542802244425,18.231360822916,33.086642017588,0.0457777641713619,0.0415051728487015,"FL_Panhandle"
"651",651,651,2014-04-11,30.367,-86.331,"USMCOB","USMCOB-RC51943",1.32,00:00:00,2,"mark-recapture",NA,9,2014-04-11,19.4069338068366,19.1366618871689,35.1405377034098,-0.00427259132266045,0.0695822015404701,"FL_Panhandle"
"652",652,652,2014-04-23,30.315,-87.203,"USMCOB","USMCOB-RC55606",0.91,00:00:00,1,"mark-recapture",27.0329084396362,10,2014-04-23,19.7196874916553,19.7189550474286,33.3292641676962,0.13489181175828,-0.0585955381393433,"FL_Panhandle"
"653",653,653,2014-04-25,30.315,-87.203,"USMCOB","USMCOB-RC55608",1.09,00:00:00,1,"mark-recapture",NA,10,2014-04-25,20.8886684775352,20.3342081978917,32.8836939297616,0.0640888698399067,-0.0598162785172462,"FL_Panhandle"
"654",654,654,2014-05-06,28.175,-82.795,"USMCOB","USMCOB-RC50808",1.09,00:00:00,2,"mark-recapture",NA,6,2014-05-06,25.8033692389727,25.527237765491,34.6842859871686,-0.0164799951016903,-0.0482192449271679,"WFL_Shelf"
"655",655,655,2014-05-19,30.043,-88.878,"USMCOB","USMCOB-RC50354",0.71,00:00:00,1,"mark-recapture",8.55288231372833,11,2014-05-19,24.0879848599434,25.3111667186022,13.4479811880738,0.00244148075580597,0.0653096102178097,"NCentral_GOA_Shelf"
"656",656,656,2014-05-20,30.043,-88.878,"USMCOB","USMCOB-RC54236",0.48,00:00:00,1,"mark-recapture",NA,11,2014-05-20,24.4065980985761,25.6100039631128,13.7165440712124,0.0122074037790298,0.0482192449271679,"NCentral_GOA_Shelf"
"657",657,657,2014-05-20,35.6078,-75.2548,"USMCOB","USMCOB-RC56501",0.71,00:00:00,1,"mark-recapture",0.759896169106166,7,2014-05-20,21.6262398138642,21.5398113951087,34.7849970683455,0.00854518264532089,-0.131839960813522,"EFL_Shelf"
"658",658,658,2014-06-10,28.641533,-80.426667,"USMCOB","USMCOB-RC55037",0.79,00:00:00,1,"mark-recapture",0.484130352735519,6,2014-06-10,28.0578325688839,26.2860499843955,36.434522503987,-0.0109866634011269,0.489516891539097,"EFL_Shelf"
"659",659,659,2014-06-21,28.928,-90.352,"USMCOB","USMCOB-RC54089",1.24,00:00:00,2,"mark-recapture",NA,13,2014-06-21,28.9331034198403,26.9401226788759,23.6136966850609,-0.0457777641713619,-0.0659199804067612,"NCentral_GOA_Shelf"
"660",660,660,2014-06-21,30.074,-84.185,"USMCOB","USMCOB-RC55500",0.91,00:00:00,2,"mark-recapture",27.9048105875651,7,2014-06-21,30.0705893039703,30.0464186444879,34.0083010029048,0.037232581526041,0.00549333170056343,"FL_Panhandle"
"661",661,661,2014-06-27,30.284,-87.146,"USMCOB","USMCOB-RC49542",0.85,00:00:00,2,"mark-recapture",NA,10,2014-06-27,29.1689504608512,23.9568773433566,24.3049409240484,0.29053620994091,0.103762932121754,"FL_Panhandle"
"662",662,662,2014-07-25,30.352,-86.508,"USMCOB","USMCOB-RC50354",0.86,00:00:00,2,"mark-recapture",NA,9,2014-07-25,27.8769188448787,25.3814813643694,30.1263466011733,0.0732444226741791,-0.0653096102178097,"FL_Panhandle"
"663",663,663,2014-07-27,29.892,-87.157,"USMCOB","USMCOB-RC51771",1.22,00:00:00,2,"mark-recapture",NA,10,2014-07-27,28.8078554570675,18.7396771162748,26.7296364996582,0.183111056685448,-0.0720236822962761,"FL_Panhandle"
"664",664,664,2014-08-09,35.911,-75.593,"USMCOB","USMCOB-RC55346",0.71,00:00:00,1,"mark-recapture",NA,7,2014-08-09,27.0888088569045,26.840510264039,35.5235449969769,0.0164799951016903,-0.0170903652906418,"EFL_Shelf"
"665",665,665,2014-08-14,29.544,-93.341,"USMCOB","USMCOB-RC54163",0.91,00:00:00,2,"mark-recapture",NA,16,2014-08-14,30.6228522509336,30.9898068085313,29.4289986602962,-0.0823999755084515,0.0250251777470112,"NCentral_GOA_Shelf"
"666",666,666,2014-08-14,35.911,-75.593,"USMCOB","USMCOB-RC55377",0.66,00:00:00,1,"mark-recapture",NA,7,2014-08-14,26.996520884335,26.6127201095223,35.3236487600952,0.00549333170056343,-0.0762962736189365,"EFL_Shelf"
"667",667,667,2014-08-20,37.439,-76,"USMCOB","USMCOB-RC53649",0.94,00:00:00,2,"mark-recapture",NA,7,2014-08-20,27.3686025515199,29.1315958052874,18.4820093214512,-0.0976592302322388,-0.0744651630520821,"EFL_Shelf"
"668",668,668,2014-09-14,29.141,-89.53,"USMCOB","USMCOB-RC43013",1.17,00:00:00,1,"mark-recapture",NA,13,2014-09-14,30.8359935209155,30.7473677694798,26.8303475808352,-0.193487349897623,0.11841181665659,"NCentral_GOA_Shelf"
"669",669,669,2014-12-15,28.3928,-80.4433,"FACT.COBCRP","COBCRP-0-20171019",NA,16:51:45,2,"acoustic",4.25369262695312,6,2014-12-15,20.6081423386931,20.5781121253967,36.156804068014,0.0494399853050709,0.177007354795933,"EFL_Shelf"
"670",670,670,2014-12-15,28.3928,-80.4433,"FACT.COBCRP","COBCRP-0-20171019",NA,16:56:09,3,"acoustic",4.25369262695312,6,2014-12-15,20.6081423386931,20.5781121253967,36.156804068014,0.0494399853050709,0.177007354795933,"EFL_Shelf"
"671",671,671,2014-12-15,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,16:13:32,1,"acoustic",4.25369262695312,6,2014-12-15,20.6081423386931,20.5781121253967,36.156804068014,0.0494399853050709,0.177007354795933,"EFL_Shelf"
"672",672,672,2014-12-25,28.1278,-80.5741,"FACT.COBCRP","COBCRP-0-20171019",NA,08:29:08,4,"acoustic",NA,6,2014-12-25,23.743003629148,23.7276223003864,36.4192632492632,-0.145878475159407,0.19226660951972,"EFL_Shelf"
"673",673,673,2014-12-25,28.1278,-80.5741,"FACT.COBCRP","COBCRP-0-20171019",NA,08:31:46,5,"acoustic",NA,6,2014-12-25,23.743003629148,23.7276223003864,36.4192632492632,-0.145878475159407,0.19226660951972,"EFL_Shelf"
"674",674,674,2014-12-29,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,08:30:04,6,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"675",675,675,2014-12-29,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,08:33:00,7,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"676",676,676,2014-12-29,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,08:42:03,8,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"677",677,677,2014-12-29,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,08:48:08,9,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"678",678,678,2014-12-29,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,08:56:16,10,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"679",679,679,2014-12-29,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,08:59:10,11,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"680",680,680,2014-12-29,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,09:01:16,12,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"681",681,681,2014-12-29,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,09:05:16,13,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"682",682,682,2014-12-29,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,09:31:48,14,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"683",683,683,2014-12-29,28.4052,-80.4368,"FACT.COBCRP","COBCRP-0-20171019",NA,11:01:07,15,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"684",684,684,2014-12-29,28.4052,-80.4368,"FACT.COBCRP","COBCRP-0-20171019",NA,11:02:10,16,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"685",685,685,2014-12-29,28.4052,-80.4368,"FACT.COBCRP","COBCRP-0-20171019",NA,11:04:52,17,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"686",686,686,2014-12-29,28.4052,-80.4368,"FACT.COBCRP","COBCRP-0-20171019",NA,11:24:32,18,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"687",687,687,2014-12-29,28.4052,-80.4368,"FACT.COBCRP","COBCRP-0-20171019",NA,11:28:04,19,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"688",688,688,2014-12-29,28.4052,-80.4368,"FACT.COBCRP","COBCRP-0-20171019",NA,11:29:02,20,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"689",689,689,2014-12-29,28.4052,-80.4368,"FACT.COBCRP","COBCRP-0-20171019",NA,11:30:03,21,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"690",690,690,2014-12-29,28.4052,-80.4368,"FACT.COBCRP","COBCRP-0-20171019",NA,11:31:10,22,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"691",691,691,2014-12-29,28.4052,-80.4368,"FACT.COBCRP","COBCRP-0-20171019",NA,11:32:30,23,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"692",692,692,2014-12-29,28.4052,-80.4368,"FACT.COBCRP","COBCRP-0-20171019",NA,11:34:14,24,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"693",693,693,2014-12-29,28.4052,-80.4368,"FACT.COBCRP","COBCRP-0-20171019",NA,11:36:59,25,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"694",694,694,2014-12-29,28.4371,-80.4295,"FACT.COBCRP","COBCRP-0-20171019",NA,18:37:23,26,"acoustic",NA,6,2014-12-29,24.4139225408435,24.4080629870296,36.3368632737547,0.0537125766277313,0.371105074882507,"EFL_Shelf"
"695",695,695,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:10:12,192,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"696",696,696,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:15:33,198,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"697",697,697,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:16:56,199,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"698",698,698,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:13:44,196,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"699",699,699,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:18:48,201,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"700",700,700,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:20:17,202,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"701",701,701,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:22:20,203,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"702",702,702,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:24:12,204,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"703",703,703,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:25:41,205,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"704",704,704,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:27:45,206,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"705",705,705,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:29:37,207,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"706",706,706,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:31:07,208,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"707",707,707,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:33:11,209,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"708",708,708,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:35:06,210,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"709",709,709,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:36:41,211,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"710",710,710,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:38:54,212,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"711",711,711,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:41:07,213,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"712",712,712,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:43:18,214,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"713",713,713,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:45:24,215,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"714",714,714,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:47:23,216,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"715",715,715,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:49:04,217,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"716",716,716,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:50:12,218,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"717",717,717,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:51:33,219,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"718",718,718,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:53:20,220,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"719",719,719,2014-12-30,28.3971,-80.4544,"FACT.COBCRP","COBCRP-0-20171019",NA,10:54:39,221,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"720",720,720,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,09:35:35,171,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"721",721,721,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,09:41:16,176,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"722",722,722,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,09:19:16,160,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"723",723,723,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,09:22:06,161,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"724",724,724,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,09:23:01,162,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"725",725,725,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,09:28:06,167,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"726",726,726,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,09:25:52,164,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"727",727,727,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,09:33:11,169,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"728",728,728,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,09:34:17,170,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"729",729,729,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,09:58:44,184,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"730",730,730,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,10:00:31,185,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"731",731,731,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,10:01:50,186,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"732",732,732,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,10:03:33,187,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"733",733,733,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,10:04:43,188,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"734",734,734,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,10:06:09,189,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"735",735,735,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,10:08:05,190,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"736",736,736,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,10:09:43,191,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"737",737,737,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,10:18:20,200,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"738",738,738,2014-12-30,28.4014,-80.4577,"FACT.COBCRP","COBCRP-0-20171019",NA,10:10:45,193,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
