"","project_shortcode","locality","latitude","longitude","length","observedweight","lengthtype","length2","length2type","datecollected","institutioncode","interaction_order","catalognumber...13","datelastmodified","timezone","yearcollected","monthcollected","daycollected","julianday","timeofday","sex","the_geom","catalognumber...23","cat_num","chlorophyll_mg_m3"
"1563","USMCOB","25.0N 81.5W",25,-81.5,0.99,NA,"FL",NA,NA,2003-07-10,"USM",2,"USMCOB-RC38022",2026-05-05,"UTC",2003,7,10,191,00:00:00,NA,"POINT(-81.5 25.0)","USMCOB-RC38022","USMCOB-RC38022-2",NA
"1564","USMCOB","Pensacola Beach",30.315,-87.203,0.99,NA,"FL",NA,NA,2003-04-30,"USM",1,"USMCOB-RC38103",2026-05-05,"UTC",2003,4,30,120,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC38103","USMCOB-RC38103-1",NA
"1565","USMCOB","Carrabelle, FL",29.843,-84.856,1.17,NA,"TL",NA,NA,2003-10-05,"USM",2,"USMCOB-RC38103",2026-05-05,"UTC",2003,10,5,278,00:00:00,NA,"POINT(-84.856 29.843)","USMCOB-RC38103","USMCOB-RC38103-2",NA
"1566","USMCOB","1 ml E of Destin Pass",30.38,-86.5,0.84,NA,"FL",0.89,"TL",2003-03-27,"USM",1,"USMCOB-RC38141",2026-05-05,"UTC",2003,3,27,86,00:00:00,NA,"POINT(-86.5 30.38)","USMCOB-RC38141","USMCOB-RC38141-1",NA
"1567","USMCOB","39 miles off Freeport, TX",28.568,-94.809,1.02,NA,"TL",NA,NA,2003-06-14,"USM",2,"USMCOB-RC38141",2026-05-05,"UTC",2003,6,14,165,00:00:00,NA,"POINT(-94.809 28.568)","USMCOB-RC38141","USMCOB-RC38141-2",NA
"1568","USMCOB","1 mile W of Navarre",30.378,-86.862,0.89,NA,"FL",0.94,"TL",2003-03-28,"USM",1,"USMCOB-RC38142",2026-05-05,"UTC",2003,3,28,87,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC38142","USMCOB-RC38142-1",NA
"1569","USMCOB","Main Pass 261, 58 SSW GS",29.335,-88.295,1.02,NA,"TL",NA,NA,2004-06-30,"USM",2,"USMCOB-RC38142",2026-05-05,"UTC",2004,6,30,182,00:00:00,NA,"POINT(-88.295 29.335)","USMCOB-RC38142","USMCOB-RC38142-2",NA
"1570","USMCOB","Pasc Ship Chnl markers",30.241,-88.506,0.56,NA,"FL",0.66,"TL",2003-08-20,"USM",1,"USMCOB-RC38381",2026-05-05,"UTC",2003,8,20,232,00:00:00,NA,"POINT(-88.506 30.241)","USMCOB-RC38381","USMCOB-RC38381-1",NA
"1571","USMCOB","30.05 86.21    E",30.05,-86.21,0.99,NA,"FL",NA,NA,2004-10-26,"USM",2,"USMCOB-RC38381",2026-05-05,"UTC",2004,10,26,300,00:00:00,NA,"POINT(-86.21 30.05)","USMCOB-RC38381","USMCOB-RC38381-2",NA
"1572","USMCOB","Gulfport Ship Channel #55",30.324,-89.061,0.33,NA,"TL",NA,NA,2004-07-27,"USM",1,"USMCOB-RC38405",2026-05-05,"UTC",2004,7,27,209,00:00:00,NA,"POINT(-89.061 30.324)","USMCOB-RC38405","USMCOB-RC38405-1",NA
"1573","USMCOB","2 ml S of Broadwater, retagged",30.32,-89.088,0.34,NA,"TL",NA,NA,2004-08-07,"USM",2,"USMCOB-RC38405",2026-05-05,"UTC",2004,8,7,220,00:00:00,NA,"POINT(-89.088 30.32)","USMCOB-RC38405","USMCOB-RC38405-2",NA
"1574","USMCOB","GULFPORT SHIP CHANNEL",30.349,-89.083,0.74,NA,"FL",0.81,"TL",1990-08-23,"USM",1,"USMCOB-RC3855",2026-05-05,"UTC",1990,8,23,235,00:00:00,NA,"POINT(-89.083 30.349)","USMCOB-RC3855","USMCOB-RC3855-1",NA
"1575","USMCOB","RED CAN, DOG KEYS PASS",30.246,-88.782,0.99,NA,"FL",NA,NA,1990-08-26,"USM",2,"USMCOB-RC3855",2026-05-05,"UTC",1990,8,26,238,00:00:00,NA,"POINT(-88.782 30.246)","USMCOB-RC3855","USMCOB-RC3855-2",NA
"1576","USMCOB","inside Ship I.",30.213,-88.966,0.66,NA,"FL",0.76,"TL",2004-08-07,"USM",1,"USMCOB-RC38621",2026-05-05,"UTC",2004,8,7,220,00:00:00,NA,"POINT(-88.966 30.213)","USMCOB-RC38621","USMCOB-RC38621-1",NA
"1577","USMCOB","Ship Island Pass",30.228,-89.019,0.95,NA,"FL",1.12,"TL",2005-08-14,"USM",2,"USMCOB-RC38621",2026-05-05,"UTC",2005,8,14,226,00:00:00,NA,"POINT(-89.019 30.228)","USMCOB-RC38621","USMCOB-RC38621-2",10.4852132797241
"1578","USMCOB","CA-25-A",29.769,-88.709,0.79,NA,"FL",0.84,"TL",2007-04-28,"USM",1,"USMCOB-RC38639",2026-05-05,"UTC",2007,4,28,118,00:00:00,NA,"POINT(-88.709 29.769)","USMCOB-RC38639","USMCOB-RC38639-1",NA
"1579","USMCOB","42007",30.09,-88.769,1,NA,"TL",NA,NA,2007-08-08,"USM",2,"USMCOB-RC38639",2026-05-05,"UTC",2007,8,8,220,00:00:00,NA,"POINT(-88.769 30.09)","USMCOB-RC38639","USMCOB-RC38639-2",NA
"1580","USMCOB","Cape Canaveral",28.391,-80.594,0.8,NA,"FL",0.86,"TL",2004-10-01,"USM",1,"USMCOB-RC38651",2026-05-05,"UTC",2004,10,1,275,00:00:00,NA,"POINT(-80.594 28.391)","USMCOB-RC38651","USMCOB-RC38651-1",NA
"1581","USMCOB","off Islamorda, FL",24.924,-80.625,0.89,NA,"FL",NA,NA,2005-04-21,"USM",2,"USMCOB-RC38651",2026-05-05,"UTC",2005,4,21,111,00:00:00,NA,"POINT(-80.625 24.924)","USMCOB-RC38651","USMCOB-RC38651-2",NA
"1582","USMCOB","Englewood",26.96,-82.384,0.79,NA,"FL",NA,NA,2005-01-05,"USM",1,"USMCOB-RC38726",2026-05-05,"UTC",2005,1,5,5,00:00:00,NA,"POINT(-82.384 26.96)","USMCOB-RC38726","USMCOB-RC38726-1",NA
"1583","USMCOB","Cedar Key, FL",29.091613,-83.038337,0.89,NA,"FL",NA,NA,2006-06-29,"USM",2,"USMCOB-RC38726",2026-05-05,"UTC",2006,6,29,180,00:00:00,NA,"POINT(-83.038337 29.091613)","USMCOB-RC38726","USMCOB-RC38726-2",NA
"1584","USMCOB","OFF E. CHANDELEUR BEACH",29.819,-88.836,0.56,NA,"FL",0.62,"TL",1990-07-02,"USM",1,"USMCOB-RC3876",2026-05-05,"UTC",1990,7,2,183,00:00:00,NA,"POINT(-88.836 29.819)","USMCOB-RC3876","USMCOB-RC3876-1",NA
"1585","USMCOB","OFF CHANDELEUR ISLANDS",29.819,-88.836,0.64,NA,"FL",0.66,"TL",1990-07-09,"USM",2,"USMCOB-RC3876",2026-05-05,"UTC",1990,7,9,190,00:00:00,NA,"POINT(-88.836 29.819)","USMCOB-RC3876","USMCOB-RC3876-2",NA
"1586","USMCOB","Pensacola Beach",30.315,-87.203,1.19,NA,"FL",1.35,"TL",2003-03-18,"USM",1,"USMCOB-RC38801",2026-05-05,"UTC",2003,3,18,77,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC38801","USMCOB-RC38801-1",NA
"1587","USMCOB","off Orange Beach, AL",30.26,-87.58,1.3,NA,"FL",1.45,"TL",2004-03-28,"USM",2,"USMCOB-RC38801",2026-05-05,"UTC",2004,3,28,88,00:00:00,NA,"POINT(-87.58 30.26)","USMCOB-RC38801","USMCOB-RC38801-2",4.09007096290588
"1588","USMCOB","Pensacola Beach",30.315,-87.203,0.91,NA,"FL",NA,NA,2003-04-26,"USM",1,"USMCOB-RC38816",2026-05-05,"UTC",2003,4,26,116,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC38816","USMCOB-RC38816-1",NA
"1589","USMCOB","6 miles S Panama City Pas",30.033,-85.733,0.97,NA,"FL",NA,NA,2003-09-13,"USM",2,"USMCOB-RC38816",2026-05-05,"UTC",2003,9,13,256,00:00:00,NA,"POINT(-85.733 30.033)","USMCOB-RC38816","USMCOB-RC38816-2",NA
"1590","USMCOB","Pensacola Beach",30.315,-87.203,0.94,NA,"FL",1.02,"TL",2003-04-26,"USM",1,"USMCOB-RC38838",2026-05-05,"UTC",2003,4,26,116,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC38838","USMCOB-RC38838-1",NA
"1591","USMCOB","Main Pass 299",29.27,-88.76,NA,NA,NA,NA,NA,2007-06-01,"USM",2,"USMCOB-RC38838",2026-05-05,"UTC",2007,6,1,152,00:00:00,NA,"POINT(-88.76 29.27)","USMCOB-RC38838","USMCOB-RC38838-2",NA
"1592","USMCOB","Pensacola, Fl  previous 34825",30.315,-87.203,1.04,NA,"FL",1.17,"TL",2004-04-23,"USM",1,"USMCOB-RC39334",2026-05-05,"UTC",2004,4,23,114,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC39334","USMCOB-RC39334-1",NA
"1593","USMCOB","Pensacola",30.333,-87.15,1.07,NA,"FL",NA,NA,2004-06-15,"USM",2,"USMCOB-RC39334",2026-05-05,"UTC",2004,6,15,167,00:00:00,NA,"POINT(-87.15 30.333)","USMCOB-RC39334","USMCOB-RC39334-2",NA
"1594","USMCOB","Pensacola Beach",30.315,-87.203,1.12,NA,"FL",1.22,"TL",2003-04-18,"USM",1,"USMCOB-RC39349",2026-05-05,"UTC",2003,4,18,108,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC39349","USMCOB-RC39349-1",NA
"1595","USMCOB","off Miami, FL",25.766,-80.126,1.21,NA,"FL",NA,NA,2004-03-15,"USM",2,"USMCOB-RC39349",2026-05-05,"UTC",2004,3,15,75,00:00:00,NA,"POINT(-80.126 25.766)","USMCOB-RC39349","USMCOB-RC39349-2",NA
"1596","USMCOB","Pensacola Pass East Shoal",30.315,-87.203,0.84,NA,"FL",0.91,"TL",2004-04-17,"USM",1,"USMCOB-RC39401",2026-05-05,"UTC",2004,4,17,108,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC39401","USMCOB-RC39401-1",3.04768800735474
"1597","USMCOB","28.23.6N 90.35.0W",28.39333,-90.583333,NA,NA,NA,NA,NA,2004-07-01,"USM",2,"USMCOB-RC39401",2026-05-05,"UTC",2004,7,1,183,00:00:00,NA,"POINT(-90.583333 28.39333)","USMCOB-RC39401","USMCOB-RC39401-2",NA
"1598","USMCOB","Pensacola Beach",30.315,-87.203,0.97,NA,"FL",1.07,"TL",2003-04-06,"USM",1,"USMCOB-RC39419",2026-05-05,"UTC",2003,4,6,96,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC39419","USMCOB-RC39419-1",NA
"1599","USMCOB","off Stuart, FL   E",27.165,-80.15,NA,NA,NA,NA,NA,2004-03-07,"USM",2,"USMCOB-RC39419",2026-05-05,"UTC",2004,3,7,67,00:00:00,NA,"POINT(-80.15 27.165)","USMCOB-RC39419","USMCOB-RC39419-2",NA
"1600","USMCOB","Pensacola Beach",30.315,-87.203,0.86,NA,"FL",1.02,"TL",2003-04-23,"USM",1,"USMCOB-RC39437",2026-05-05,"UTC",2003,4,23,113,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC39437","USMCOB-RC39437-1",NA
"1601","USMCOB","Vermilion Block 226    E",28.662,-92.409,NA,NA,NA,NA,NA,2003-07-11,"USM",2,"USMCOB-RC39437",2026-05-05,"UTC",2003,7,11,192,00:00:00,NA,"POINT(-92.409 28.662)","USMCOB-RC39437","USMCOB-RC39437-2",0.346152007579803
"1602","USMCOB","Pensacola Beach CG Station",30.315,-87.203,0.86,NA,"FL",0.94,"TL",2004-04-16,"USM",1,"USMCOB-RC39439",2026-05-05,"UTC",2004,4,16,107,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC39439","USMCOB-RC39439-1",NA
"1603","USMCOB","50 miles S of Horn I",29.499,-88.672,1.07,NA,"TL",NA,NA,2004-05-26,"USM",2,"USMCOB-RC39439",2026-05-05,"UTC",2004,5,26,147,00:00:00,NA,"POINT(-88.672 29.499)","USMCOB-RC39439","USMCOB-RC39439-2",2.5742130279541
"1604","USMCOB","Navarre",30.378,-86.862,1.09,NA,"FL",NA,NA,2003-04-13,"USM",1,"USMCOB-RC39443",2026-05-05,"UTC",2003,4,13,103,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC39443","USMCOB-RC39443-1",NA
"1605","USMCOB","Crystal Beach, east Desti",30.38,-86.5,1.26,NA,"FL",NA,NA,2006-04-16,"USM",2,"USMCOB-RC39443",2026-05-05,"UTC",2006,4,16,106,00:00:00,NA,"POINT(-86.5 30.38)","USMCOB-RC39443","USMCOB-RC39443-2",0.517778009176254
"1606","USMCOB","Pensacola Beach",30.315,-87.203,1.09,NA,"FL",NA,NA,2003-04-16,"USM",1,"USMCOB-RC39453",2026-05-05,"UTC",2003,4,16,106,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC39453","USMCOB-RC39453-1",NA
"1607","USMCOB","3 m S E end P Bois weedln",30.166,-88.4,NA,NA,NA,NA,NA,2005-05-31,"USM",2,"USMCOB-RC39453",2026-05-05,"UTC",2005,5,31,151,00:00:00,NA,"POINT(-88.4 30.166)","USMCOB-RC39453","USMCOB-RC39453-2",NA
"1608","USMCOB","12444.8 / 47044.8, WRK.WALKER",30.085,-88.54833,0.46,NA,"FL",0.49,"TL",1990-05-19,"USM",1,"USMCOB-RC3973",2026-05-05,"UTC",1990,5,19,139,00:00:00,NA,"POINT(-88.54833 30.085)","USMCOB-RC3973","USMCOB-RC3973-1",NA
"1609","USMCOB","W. END OF SHIP ISLAND, MS",30.21,-88.964,0.61,NA,"FL",0.66,"TL",1990-07-21,"USM",2,"USMCOB-RC3973",2026-05-05,"UTC",1990,7,21,202,00:00:00,NA,"POINT(-88.964 30.21)","USMCOB-RC3973","USMCOB-RC3973-2",NA
"1610","USMCOB","Green Can Ship I.",30.216,-88.996,0.56,NA,"FL",0.64,"TL",2003-08-06,"USM",1,"USMCOB-RC39871",2026-05-05,"UTC",2003,8,6,218,00:00:00,NA,"POINT(-88.996 30.216)","USMCOB-RC39871","USMCOB-RC39871-1",NA
"1611","USMCOB","Sandestin",30.367,-86.331,1.19,NA,"FL",NA,NA,2006-04-10,"USM",2,"USMCOB-RC39871",2026-05-05,"UTC",2006,4,10,100,00:00:00,NA,"POINT(-86.331 30.367)","USMCOB-RC39871","USMCOB-RC39871-2",NA
"1612","USMCOB","GETTY RIGS",29.544,-88.677,0.56,NA,"FL",0.58,"TL",1990-04-30,"USM",1,"USMCOB-RC4023",2026-05-05,"UTC",1990,4,30,120,00:00:00,NA,"POINT(-88.677 29.544)","USMCOB-RC4023","USMCOB-RC4023-1",NA
"1613","USMCOB","GETTY RIGS,S. OF CHANDELEUR IS",29.544,-88.677,0.61,NA,"FL",0.66,"TL",1990-06-19,"USM",2,"USMCOB-RC4023",2026-05-05,"UTC",1990,6,19,170,00:00:00,NA,"POINT(-88.677 29.544)","USMCOB-RC4023","USMCOB-RC4023-2",NA
"1614","USMCOB","Farewell buoy - Dog Keys Pass",30.215,-88.791,0.61,NA,"FL",0.69,"TL",2006-08-01,"USM",1,"USMCOB-RC40292",2026-05-05,"UTC",2006,8,1,213,00:00:00,NA,"POINT(-88.791 30.215)","USMCOB-RC40292","USMCOB-RC40292-1",NA
"1615","USMCOB","off Hatteras Inlet, NC",35.178,-75.746,1.17,NA,"FL",NA,NA,2009-05-13,"USM",2,"USMCOB-RC40292",2026-05-05,"UTC",2009,5,13,133,00:00:00,NA,"POINT(-75.746 35.178)","USMCOB-RC40292","USMCOB-RC40292-2",NA
"1616","USMCOB","Destin, FL",30.38,-86.5,0.72,NA,"FL",NA,NA,2005-04-18,"USM",1,"USMCOB-RC40505",2026-05-05,"UTC",2005,4,18,108,00:00:00,NA,"POINT(-86.5 30.38)","USMCOB-RC40505","USMCOB-RC40505-1",NA
"1617","USMCOB","west of the Marquesas Keys  E",24.573,-82.17,1.12,NA,"TL",NA,NA,2006-02-19,"USM",2,"USMCOB-RC40505",2026-05-05,"UTC",2006,2,19,50,00:00:00,NA,"POINT(-82.17 24.573)","USMCOB-RC40505","USMCOB-RC40505-2",3.06690096855164
"1618","USMCOB","Destin, FL",30.38,-86.5,0.79,NA,"FL",0.86,"TL",2005-05-07,"USM",1,"USMCOB-RC40507",2026-05-05,"UTC",2005,5,7,127,00:00:00,NA,"POINT(-86.5 30.38)","USMCOB-RC40507","USMCOB-RC40507-1",NA
"1619","USMCOB","East Bay, LA",29.06,-89.276,0.95,NA,"FL",NA,NA,2006-06-12,"USM",2,"USMCOB-RC40507",2026-05-05,"UTC",2006,6,12,163,00:00:00,NA,"POINT(-89.276 29.06)","USMCOB-RC40507","USMCOB-RC40507-2",NA
"1620","USMCOB","Sandestin",30.367,-86.331,0.81,NA,"FL",0.89,"TL",2007-04-22,"USM",1,"USMCOB-RC40512",2026-05-05,"UTC",2007,4,22,112,00:00:00,NA,"POINT(-86.331 30.367)","USMCOB-RC40512","USMCOB-RC40512-1",NA
"1621","USMCOB","off Fort Myers, FL",26.648,-81.885,0.97,NA,"TL",NA,NA,2007-09-15,"USM",2,"USMCOB-RC40512",2026-05-05,"UTC",2007,9,15,258,00:00:00,NA,"POINT(-81.885 26.648)","USMCOB-RC40512","USMCOB-RC40512-2",NA
"1622","USMCOB","Okaloosa Island, FL",30.39,-86.6,0.93,NA,"FL",NA,NA,2007-04-20,"USM",1,"USMCOB-RC40519",2026-05-05,"UTC",2007,4,20,110,00:00:00,NA,"POINT(-86.6 30.39)","USMCOB-RC40519","USMCOB-RC40519-1",NA
"1623","USMCOB","Pensacola  (again 4/13/08 RC45790)",30.333,-87.15,0.97,NA,"FL",NA,NA,2008-04-13,"USM",2,"USMCOB-RC40519",2026-05-05,"UTC",2008,4,13,104,00:00:00,NA,"POINT(-87.15 30.333)","USMCOB-RC40519","USMCOB-RC40519-2",NA
"1624","USMCOB","Pensacola Beach",30.315,-87.203,0.91,NA,"FL",0.99,"TL",2004-04-25,"USM",1,"USMCOB-RC40529",2026-05-05,"UTC",2004,4,25,116,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC40529","USMCOB-RC40529-1",NA
"1625","USMCOB","Grand Isle 82   E",28.7,-89.97,1.12,NA,"FL",NA,NA,2007-07-22,"USM",2,"USMCOB-RC40529",2026-05-05,"UTC",2007,7,22,203,00:00:00,NA,"POINT(-89.97 28.7)","USMCOB-RC40529","USMCOB-RC40529-2",2.02315956354141
"1626","USMCOB","Navarre",30.378,-86.862,0.94,NA,"FL",NA,NA,2004-04-22,"USM",1,"USMCOB-RC40595",2026-05-05,"UTC",2004,4,22,113,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC40595","USMCOB-RC40595-1",NA
"1627","USMCOB","Sandestin, FL",30.367,-86.331,NA,NA,NA,NA,NA,2005-04-17,"USM",2,"USMCOB-RC40595",2026-05-05,"UTC",2005,4,17,107,00:00:00,NA,"POINT(-86.331 30.367)","USMCOB-RC40595","USMCOB-RC40595-2",3.88279354572296
"1628","USMCOB","Navarre",30.378,-86.862,NA,NA,NA,NA,NA,2004-04-22,"USM",1,"USMCOB-RC40596",2026-05-05,"UTC",2004,4,22,113,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC40596","USMCOB-RC40596-1",NA
"1629","USMCOB","25 mls SE of Venice, LA (wt E)",29.039,-89.043,NA,NA,NA,NA,NA,2005-05-07,"USM",2,"USMCOB-RC40596",2026-05-05,"UTC",2005,5,7,127,00:00:00,NA,"POINT(-89.043 29.039)","USMCOB-RC40596","USMCOB-RC40596-2",NA
"1630","USMCOB","Navarre",30.378,-86.862,0.89,NA,"FL",NA,NA,2004-04-24,"USM",1,"USMCOB-RC40600",2026-05-05,"UTC",2004,4,24,115,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC40600","USMCOB-RC40600-1",NA
"1631","USMCOB","34 ml south of Pascagoula",29.85,-88.557,NA,NA,NA,NA,NA,2005-07-16,"USM",2,"USMCOB-RC40600",2026-05-05,"UTC",2005,7,16,197,00:00:00,NA,"POINT(-88.557 29.85)","USMCOB-RC40600","USMCOB-RC40600-2",NA
"1632","USMCOB","Pensacola",30.315,-87.203,0.69,NA,"FL",0.76,"TL",2005-04-09,"USM",1,"USMCOB-RC40660",2026-05-05,"UTC",2005,4,9,99,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC40660","USMCOB-RC40660-1",NA
"1633","USMCOB","bridge rubble, 12 ml S Mobile Bay",30.063,-88.052,1.03,NA,"TL",NA,NA,2006-05-13,"USM",2,"USMCOB-RC40660",2026-05-05,"UTC",2006,5,13,133,00:00:00,NA,"POINT(-88.052 30.063)","USMCOB-RC40660","USMCOB-RC40660-2",2.85324597358704
"1634","USMCOB","Destin Pass",30.116,-86.648,1.22,NA,"FL",1.32,"TL",2004-04-21,"USM",1,"USMCOB-RC40665",2026-05-05,"UTC",2004,4,21,112,00:00:00,NA,"POINT(-86.648 30.116)","USMCOB-RC40665","USMCOB-RC40665-1",NA
"1635","USMCOB","off Key West, FL",24.57,-81.79,1.22,NA,"FL",NA,NA,2005-04-18,"USM",2,"USMCOB-RC40665",2026-05-05,"UTC",2005,4,18,108,00:00:00,NA,"POINT(-81.79 24.57)","USMCOB-RC40665","USMCOB-RC40665-2",NA
"1636","USMCOB","Pensacola",30.315,-87.203,0.94,NA,"FL",1.14,"TL",2004-04-27,"USM",1,"USMCOB-RC40695",2026-05-05,"UTC",2004,4,27,118,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC40695","USMCOB-RC40695-1",NA
"1637","USMCOB","north end of Chandeleur",30.043,-88.878,0.99,NA,"FL",1.09,"TL",2004-05-01,"USM",2,"USMCOB-RC40695",2026-05-05,"UTC",2004,5,1,122,00:00:00,NA,"POINT(-88.878 30.043)","USMCOB-RC40695","USMCOB-RC40695-2",NA
"1638","USMCOB","Destin, FL",30.38,-86.5,0.76,NA,"FL",NA,NA,2004-04-23,"USM",1,"USMCOB-RC40755",2026-05-05,"UTC",2004,4,23,114,00:00:00,NA,"POINT(-86.5 30.38)","USMCOB-RC40755","USMCOB-RC40755-1",NA
"1639","USMCOB","between Navarre and Pensacola",30.353,-86.989,0.76,NA,"FL",NA,NA,2004-04-23,"USM",2,"USMCOB-RC40755",2026-05-05,"UTC",2004,4,23,114,00:00:00,NA,"POINT(-86.989 30.353)","USMCOB-RC40755","USMCOB-RC40755-2",NA
"1640","USMCOB","WEST END OF SHIP ISLAND",30.21,-88.964,0.72,NA,"FL",0.8,"TL",1989-08-29,"USM",1,"USMCOB-RC4080",2026-05-05,"UTC",1989,8,29,241,00:00:00,NA,"POINT(-88.964 30.21)","USMCOB-RC4080","USMCOB-RC4080-1",NA
"1641","USMCOB","W. END OF SHIP ISLAND, MS",30.21,-88.964,1.02,NA,"FL",1.16,"TL",1990-09-15,"USM",2,"USMCOB-RC4080",2026-05-05,"UTC",1990,9,15,258,00:00:00,NA,"POINT(-88.964 30.21)","USMCOB-RC4080","USMCOB-RC4080-2",NA
"1642","USMCOB","WEST END OF SHIP ISLAND",30.21,-88.964,0.72,NA,"FL",0.79,"TL",1989-08-29,"USM",1,"USMCOB-RC4081",2026-05-05,"UTC",1989,8,29,241,00:00:00,NA,"POINT(-88.964 30.21)","USMCOB-RC4081","USMCOB-RC4081-1",NA
"1643","USMCOB","W. END OF SHIP ISLAND, MS",30.21,-88.964,0.94,NA,"FL",1.02,"TL",1990-08-26,"USM",2,"USMCOB-RC4081",2026-05-05,"UTC",1990,8,26,238,00:00:00,NA,"POINT(-88.964 30.21)","USMCOB-RC4081","USMCOB-RC4081-2",NA
"1644","USMCOB","Dauphin I., AL - 20mi out",29.95,-88.17,1.09,NA,"FL",NA,NA,2019-06-22,"USM",2,"USMCOB-RC40843",2026-05-05,"UTC",2019,6,22,173,00:00:00,NA,"POINT(-88.17 29.95)","USMCOB-RC40843","USMCOB-RC40843-2",NA
"1645","USMCOB","Navarre Beach",30.378,-86.862,0.91,NA,"FL",0.99,"TL",2005-04-18,"USM",1,"USMCOB-RC40851",2026-05-05,"UTC",2005,4,18,108,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC40851","USMCOB-RC40851-1",NA
"1646","USMCOB","off Fourchon, LA",29.095,-90.194,NA,NA,NA,NA,NA,2006-08-06,"USM",2,"USMCOB-RC40851",2026-05-05,"UTC",2006,8,6,218,00:00:00,NA,"POINT(-90.194 29.095)","USMCOB-RC40851","USMCOB-RC40851-2",NA
"1647","USMCOB","Destin, FL",30.38,-86.5,0.86,NA,"FL",0.97,"TL",2004-04-22,"USM",1,"USMCOB-RC41043",2026-05-05,"UTC",2004,4,22,113,00:00:00,NA,"POINT(-86.5 30.38)","USMCOB-RC41043","USMCOB-RC41043-1",NA
"1648","USMCOB","5 miles off Jupiter Inlet",26.963,-79.993,1.21,NA,"TL",NA,NA,2005-07-27,"USM",2,"USMCOB-RC41043",2026-05-05,"UTC",2005,7,27,208,00:00:00,NA,"POINT(-79.993 26.963)","USMCOB-RC41043","USMCOB-RC41043-2",NA
"1649","USMCOB","Destin, FL",30.38,-86.5,0.76,NA,"FL",0.84,"TL",2004-04-22,"USM",1,"USMCOB-RC41044",2026-05-05,"UTC",2004,4,22,113,00:00:00,NA,"POINT(-86.5 30.38)","USMCOB-RC41044","USMCOB-RC41044-1",NA
"1650","USMCOB","Pensacola, FL",30.333,-87.15,0.76,NA,"FL",0.84,"TL",2004-04-23,"USM",2,"USMCOB-RC41044",2026-05-05,"UTC",2004,4,23,114,00:00:00,NA,"POINT(-87.15 30.333)","USMCOB-RC41044","USMCOB-RC41044-2",NA
"1651","USMCOB","Pensacola",30.315,-87.203,0.89,NA,"FL",NA,NA,2004-04-17,"USM",1,"USMCOB-RC41264",2026-05-05,"UTC",2004,4,17,108,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC41264","USMCOB-RC41264-1",3.04768800735474
"1652","USMCOB","off Stuart, FL",27.165,-80.15,NA,NA,NA,NA,NA,2005-03-31,"USM",2,"USMCOB-RC41264",2026-05-05,"UTC",2005,3,31,90,00:00:00,NA,"POINT(-80.15 27.165)","USMCOB-RC41264","USMCOB-RC41264-2",NA
"1653","USMCOB","Perdido Key",30.288,-87.427,1.17,NA,"FL",1.27,"TL",2004-04-21,"USM",1,"USMCOB-RC41364",2026-05-05,"UTC",2004,4,21,112,00:00:00,NA,"POINT(-87.427 30.288)","USMCOB-RC41364","USMCOB-RC41364-1",NA
"1654","USMCOB","25 mls S of Pcola",29.963,-87.159,NA,NA,NA,NA,NA,2006-06-28,"USM",2,"USMCOB-RC41364",2026-05-05,"UTC",2006,6,28,179,00:00:00,NA,"POINT(-87.159 29.963)","USMCOB-RC41364","USMCOB-RC41364-2",NA
"1655","USMCOB","Pensacola Beach (east end)",30.315,-87.203,1.02,NA,"FL",1.12,"TL",2004-04-25,"USM",1,"USMCOB-RC41370",2026-05-05,"UTC",2004,4,25,116,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC41370","USMCOB-RC41370-1",NA
"1656","USMCOB","20 miles south of Horn Island",29.942,-88.677,1.04,NA,"FL",NA,NA,2004-05-08,"USM",2,"USMCOB-RC41370",2026-05-05,"UTC",2004,5,8,129,00:00:00,NA,"POINT(-88.677 29.942)","USMCOB-RC41370","USMCOB-RC41370-2",NA
"1657","USMCOB","Ship Island",30.221,-88.919,0.51,NA,"FL",0.56,"TL",2006-06-23,"USM",1,"USMCOB-RC41481",2026-05-05,"UTC",2006,6,23,174,00:00:00,NA,"POINT(-88.919 30.221)","USMCOB-RC41481","USMCOB-RC41481-1",NA
